time,queue_length,delay_time,speed
0,0,0,60
4,0,0,60.1063960718182
8,0,0,59.9349326277803
12,0,0,57.659891958129
16,0,0.0833333333333333,54.141751559956
20,0,0.183333333333333,51.9801022831858
24,1.4,0.183333333333333,44.5360735253728
28,6.025,0.55,38.3187900097573
32,12.425,0.55,28.1308697234037
36,17.2,3.375,27.672707349384
40,19.575,3.45,28.6566632633039
44,20.325,3.1,30.9538017304772
48,25.1,1.925,29.0624951113496
52,30.475,3.78333333333333,26.3617830113337
56,29.925,3.14166666666667,20.6647877028756
60,37.775,3.75,20.0941378084669
64,42.475,2.3,21.9121663419371
68,44.3,9.05,22.1914391593278
72,45.275,11.025,25.0992855862872
76,40.5,10.1583333333333,28.0753119815948
80,43.5,10.55,28.6715332233574
84,25,18.2,26.2268280022095
88,28.775,18.1833333333333,25.8284617626831
92,28.225,22.2666666666667,24.0336909660514
96,36.45,21.9166666666667,22.1244545136751
100,41.35,21.2083333333333,20.0858353088927
104,51.325,20.1333333333333,17.6488508632405
108,59.125,20.1333333333333,15.1838029227842
112,61.675,16.75,8.58494554159013
116,64.275,23.675,7.95621936832389
120,62.55,19.85,12.4677856563486
124,59.525,18.3083333333333,16.1035745248717
128,63.025,25.8833333333333,17.119762510811
132,68.15,28.675,19.9734758359633
136,73.8,27.8416666666667,18.8872605515735
140,86.875,27.1583333333333,24.0202516070631
144,92.15,27.7916666666667,26.9835852335965
148,97.9,27.9,25.1722606392126
152,106.075,33.2833333333333,22.4801742604443
156,102.45,31.6833333333333,20.7983126944134
160,86.975,35.125,19.6622386728128
164,80.35,36.6416666666667,19.3599369597891
168,80.825,35.2583333333333,20.6803173166084
172,73.1,35.5583333333333,23.1853185179422
176,43.2,33.4166666666667,23.7444988811721
180,48.5,31.7333333333333,21.1206011889561
184,54,33.8666666666667,18.2036471093546
188,58.775,33.7583333333333,13.4772039163827
192,69,31.3416666666667,10.7695776506665
196,75.075,38.1166666666667,12.903018539859
200,77.95,39.3166666666667,17.1015061202088
204,82.8,39.2333333333333,21.3988914873156
208,85.575,36.6333333333333,22.902861486343
212,96.875,35.4583333333333,22.5784146058299
216,100.85,32.575,23.120423254123
220,106.425,34.3333333333333,21.596445413486
224,109.7,34.4333333333333,20.563645302757
228,113.4,34.4333333333333,16.3786652660555
232,113.45,39.7083333333333,16.8816613230699
236,86.875,38.9416666666667,18.8449477084948
240,49.725,38.5083333333333,21.4676245954897
244,42.525,39.4,21.8413967363319
248,50.25,38.8666666666667,18.823892735907
252,64.05,37.6916666666667,14.0616748093605
256,74.05,42.4083333333333,10.4702622617388
260,82.05,41.1083333333333,10.5793485487347
264,75.95,39.6083333333333,12.7634892136209
268,77.1,46.0166666666667,14.0699295826252
272,81.3,49.2,14.5777657665935
276,88.125,45.8583333333333,17.0013354946066
280,94.625,43.8416666666667,18.8811954742897
284,100.925,43.1666666666667,21.5961427888506
288,103.35,42.8416666666667,24.0197589335624
292,108,42.2583333333333,26.3446812088479
296,112.475,40.7666666666667,27.4597448153392
300,114.625,39.7833333333333,23.9237467871722
304,114.4,39.7833333333333,21.1744089553317
308,72.725,45.075,18.5886176974938
312,34.9,46.2,20.9345883456846
316,35.35,41.1083333333333,23.1374893426806
320,41.75,41.1083333333333,24.2428702387607
324,49.325,38.9666666666667,17.8151782444766
328,61.425,37.4833333333333,12.0076202861146
332,70.6,42.6833333333333,7.92710576090495
336,73.625,38.3083333333333,9.67772163211716
340,73.7,38.3083333333333,12.0256566150456
344,76.025,41.7166666666667,16.5722881858192
348,82.6,39.9416666666667,16.8534926284255
352,88.975,39.625,17.6288181114517
356,101.175,37.875,20.6006638239235
360,112.325,36.3333333333333,21.7945957034327
364,114.3,34.225,24.2112725316113
368,114.625,29.0166666666667,24.7489441240177
372,114.775,28.8166666666667,26.2338869086162
376,116.2,28.725,29.8102554143868
380,73.425,35.7916666666667,30.0129415393379
384,39.3,35.7916666666667,31.3810604349833
388,26.675,41.3666666666667,27.7526368415557
392,28.325,41.1083333333333,27.0994046069325
396,34.9,38.5583333333333,21.7878445044262
400,40.8,38.4583333333333,20.6676308061544
404,53.825,35.375,15.435396266481
408,65.975,35.375,9.23351198124681
412,73.15,43.6083333333333,10.1846973930433
416,72.95,40.7583333333333,9.32422295300184
420,75.125,40.7583333333333,8.09841999421443
424,82.3,48.1,9.50898631685329
428,86.575,50.2083333333333,12.6808809917038
432,90.45,50.05,16.8683031672079
436,91.925,48.3583333333333,21.5317733758629
440,94.75,47.3916666666667,21.5224877057481
444,102.825,44.2916666666667,23.5865234142735
448,108.35,41.2916666666667,23.1121044617333
452,110.9,38.3333333333333,24.6976349419224
456,115,37.625,27.6613941761274
460,100.625,37.65,24.6923245646093
464,70.275,36.3666666666667,23.5260091397776
468,40.1,33.5583333333333,23.4171980600865
472,39.575,32.7583333333333,21.762683186334
476,48.425,40.5916666666667,20.3933932813156
480,55.125,38.15,19.1972990150206
484,58.825,35.7916666666667,19.7214211528424
488,60.75,34.875,20.5858592290141
492,64.4,34.875,18.2418068168796
496,66.075,36.1083333333333,15.925374589252
500,65.175,29.8916666666667,12.5305037070957
